Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Row Type,Units On Hand,Notes
tgs-jump-o-rama,,,,,,,,,,,,,,,,,,,,output_pending/TGS-JUMP-O-RAMA/front.jpg,3,Bestway Jump-O-Rama Bouncer,,,,,backlog_low_stock,,
tgs-laugh-n-leap,Bestway Laugh 'N Leap Bouncer Inflatable Play Center,"<p>This inflatable bouncer is designed for children aged 3 and up. It features a purple and teal color scheme with a safety net enclosure. The product is intended for indoor or outdoor use on a flat, hard surface. It requires inflation and adult supervision.</p><ul><li>Inflatable plastic construction</li><li>Dimensions: 1.52m x 1.52m x 0.84m</li><li>Includes safety net enclosure</li><li>Intended for children 3+ years</li><li>Requires inflation and adult supervision</li></ul><p><strong>What's included:</strong></p><ul><li>Inflatable bouncer unit with safety net</li><li>Inflation pump (not visible in packaging)</li><li>Instruction manual (not visible in packaging)</li></ul>",The Toy Gift Shop,,Novelty & Fun Toys,"inflatable, bouncer, kids, 3+, play, toy, outdoor, indoor, bestway",FALSE,Title,Default Title,TGS-LAUGH-N-LEAP,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-LAUGH-N-LEAP/angle2.jpg,1,Bestway Laugh 'N Leap Bouncer Inflatable Play Center,FALSE,Bestway Laugh 'N Leap Bouncer for Kids 3+,"Bestway Laugh 'N Leap Bouncer inflatable play center for children 3+. Features safety net, teal and purple colors, and requires inflation. Ideal for indoor or outdoor fun.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/BESTWAY-LAUGH-N-LEAP-BOUNCER-INFLATABLE-PLAY
tgs-laugh-n-leap,,,,,,,,,,,,,,,,,,,,output_pending/TGS-LAUGH-N-LEAP/angle3.jpg,2,Bestway Laugh 'N Leap Bouncer Inflatable Play Center,,,,,backlog_low_stock,,
tgs-laugh-n-leap,,,,,,,,,,,,,,,,,,,,output_pending/TGS-LAUGH-N-LEAP/angle4.jpg,3,Bestway Laugh 'N Leap Bouncer Inflatable Play Center,,,,,backlog_low_stock,,
tgs-blast-flames,Blast Of Flames LED Light Sword Toy,<p>This toy is a sword-shaped light-up item with blue LED lights. It is made of plastic and has a black and blue color scheme. It stands upright on a black base. It is designed for children aged 8 and up. The lights are activated by a button on the hilt.</p><ul><li>Made of plastic</li><li>Blue LED lights</li><li>Stands on a base</li><li>Includes 10 round-headed bullets</li><li>For ages 8 and up</li></ul><p><strong>What's included:</strong></p><ul><li>LED light sword</li><li>Base</li><li>10 round-headed bullets</li><li>Instruction manual</li></ul>,The Toy Gift Shop,,Novelty & Fun Toys,"LED light sword, novelty toy, children's toy, light-up toy, sword toy, blaster toy, action toy, blue light, plastic toy",FALSE,Title,Default Title,TGS-BLAST-FLAMES,,shopify,0,deny,manual,3650.00,,TRUE,TRUE,output_pending/TGS-BLAST-FLAMES/angle2.jpg,1,Blast Of Flames LED Light Sword Toy,FALSE,Blast Of Flames LED Light Sword Toy for Kids,"Blast Of Flames LED light sword toy for kids aged 8+. Features blue lights, plastic construction, and includes 10 round-headed bullets. Great for imaginative play.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/BLAST-OF-FLAMES-LED-LIGHT-SWORD-TOY
tgs-blast-flames,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BLAST-FLAMES/angle3.jpg,2,Blast Of Flames LED Light Sword Toy,,,,,backlog_low_stock,,
tgs-blast-flames,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BLAST-FLAMES/angle4.jpg,3,Blast Of Flames LED Light Sword Toy,,,,,backlog_low_stock,,
tgs-7-diecast-car,BMW 7 Series Diecast Model Car,"<p>This is a diecast model car of the BMW 7 Series. It is made of metal with painted details. The car has a two-tone color scheme with a dark roof and red body. It is designed for display and collection, not for outdoor play or rough handling.</p><ul><li>Made of metal with painted finish</li><li>Two-tone color: dark roof, red body</li><li>Hood and trunk open for display</li><li>Includes one model car</li><li>For display and collection</li></ul><p><strong>What's included:</strong></p><ul><li>1 x BMW 7 Series Diecast Model Car</li></ul>",The Toy Gift Shop,,Cars & Vehicles,"bmw, diecast, model car, collectible, toy car, 7 series, display, collection, metal",FALSE,Title,Default Title,TGS-7-DIECAST-CAR,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-7-DIECAST-CAR/angle2.jpg,1,BMW 7 Series Diecast Model Car,FALSE,BMW 7 Series Diecast Model Car - Collectible Toy,"Diecast model of the BMW 7 Series. Metal body, painted details, open hood and trunk. For display and collection. Age 3+.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/BMW-7-SERIES-DIECAST-MODEL-CAR
tgs-7-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-7-DIECAST-CAR/angle3.jpg,2,BMW 7 Series Diecast Model Car,,,,,backlog_low_stock,,
tgs-7-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-7-DIECAST-CAR/angle4.jpg,3,BMW 7 Series Diecast Model Car,,,,,backlog_low_stock,,
tgs-m3-e30-diecast,BMW M3 E30 Diecast Model Car,"<p>This is a diecast model of a BMW M3 E30 car. It is made of metal with a glossy black finish and red accent stripes. The car has detailed features including a rear spoiler, headlights, and wheels. It is designed for display and collection.</p><ul><li>Made of metal with a glossy black finish</li><li>Features red accent stripes along the sides</li><li>Includes detailed headlights and wheels</li><li>Has a rear spoiler and M3 badge</li><li>Intended for display and collection</li></ul><p><strong>What's included:</strong></p><ul><li>BMW M3 E30 diecast model car</li></ul>",The Toy Gift Shop,,Cars & Vehicles,"bmw, m3, e30, diecast, car, model, toy, collectible, display",FALSE,Title,Default Title,TGS-M3-E30-DIECAST,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-M3-E30-DIECAST/angle2.jpg,1,BMW M3 E30 Diecast Model Car,FALSE,BMW M3 E30 Diecast Model Car,Diecast model of the BMW M3 E30 car with glossy black finish and red stripes. Ideal for collectors and display. Scale 1:18.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/BMW-M3-E30-DIECAST-MODEL-CAR
tgs-m3-e30-diecast,,,,,,,,,,,,,,,,,,,,output_pending/TGS-M3-E30-DIECAST/angle3.jpg,2,BMW M3 E30 Diecast Model Car,,,,,backlog_low_stock,,
tgs-m3-e30-diecast,,,,,,,,,,,,,,,,,,,,output_pending/TGS-M3-E30-DIECAST/angle4.jpg,3,BMW M3 E30 Diecast Model Car,,,,,backlog_low_stock,,
tgs-bottle-pairing,Bottle Pairing Game: Desktop Interactive Color Matching Game for Ages 3+,<p>This desktop interactive game features colorful plastic bottles arranged in a two-tiered stand. Players match pairs of bottles by color. The game is designed for ages 3 and up and includes 100 bottles in various colors. It is suitable for all ages as stated on the box.</p><ul><li>Made of plastic bottles</li><li>Two-tiered stand holds bottles</li><li>100 bottles in multiple colors</li><li>Age recommended: 3+</li><li>Includes game stand and bottles</li></ul><p><strong>What's included:</strong></p><ul><li>100 plastic bottles</li><li>Two-tiered game stand</li></ul>,The Toy Gift Shop,,Board Games,"bottle, pairing, color, matching, game, ages 3+, plastic, toy, desktop, interactive, family",FALSE,Title,Default Title,TGS-BOTTLE-PAIRING,,shopify,0,deny,manual,3500.00,,TRUE,TRUE,output_pending/TGS-BOTTLE-PAIRING/angle2.jpg,1,Bottle Pairing Game: Desktop Interactive Color Matching Game for Ages 3+,FALSE,Bottle Pairing Game for Ages 3+ Color Matching Toy,Desktop interactive color matching game with 100 plastic bottles for ages 3+. Perfect for matching pairs and developing color recognition skills.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/BOTTLE-PAIRING-COLOR-MATCHING-GAME
tgs-bottle-pairing,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BOTTLE-PAIRING/angle3.jpg,2,Bottle Pairing Game: Desktop Interactive Color Matching Game for Ages 3+,,,,,backlog_low_stock,,
tgs-bottle-pairing,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BOTTLE-PAIRING/angle4.jpg,3,Bottle Pairing Game: Desktop Interactive Color Matching Game for Ages 3+,,,,,backlog_low_stock,,
tgs-break-through-car,Break Through Game Car with Two Modes,<p>This is a toy car with a transparent top and a yellow steering wheel. It has two play modes: beginner and hard. The car is made of plastic and is designed for children aged 3 and up. It is intended for hand-eye coordination and parent-child interaction games.</p><ul><li>Plastic construction</li><li>Two play modes: beginner and hard</li><li>Includes one car with steering wheel</li><li>For children aged 3 and up</li><li>Designed for hand-eye coordination and parent-child interaction</li></ul><p><strong>What's included:</strong></p><ul><li>One Break Through Game Car</li><li>One box with product information</li></ul>,The Toy Gift Shop,,Novelty & Fun Toys,"game car, novelty toy, children's toy, toy car, hand-eye coordination, parent-child interaction, ages 3+, plastic toy, beginner mode, hard mode",FALSE,Title,Default Title,TGS-BREAK-THROUGH-CAR,,shopify,0,deny,manual,2250.00,,TRUE,TRUE,output_pending/TGS-BREAK-THROUGH-CAR/angle2.jpg,1,Break Through Game Car with Two Modes,FALSE,Break Through Game Car for Kids Ages 3+,Break Through Game Car with two play modes for children aged 3+. Plastic toy car for hand-eye coordination and parent-child interaction.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/BREAK-THROUGH-GAME-CAR
tgs-break-through-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BREAK-THROUGH-CAR/angle3.jpg,2,Break Through Game Car with Two Modes,,,,,backlog_low_stock,,
tgs-break-through-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BREAK-THROUGH-CAR/front.jpg,3,Break Through Game Car with Two Modes,,,,,backlog_low_stock,,
tgs-brilliant-talking-phone,Brilliant Talking Telephone Toy for Babies,<p>A blue plastic toy telephone with a red handset and wheels. It has colorful buttons that light up and make sounds. It is designed to be pulled along by a child. Intended for babies 12 months and older.</p><ul><li>Blue plastic main body with red handset and wheels</li><li>Colorful buttons that light up and make sounds</li><li>Red wheels for pulling along</li><li>Includes toy telephone with handset</li><li>Intended for children 12 months and older</li></ul><p><strong>What's included:</strong></p><ul><li>Brilliant Talking Telephone toy</li></ul>,The Toy Gift Shop,,Musical Toys,"talking telephone, musical toy, baby toy, pull along toy, light up toy, 12 months, baby development, toy for toddlers, phone toy",FALSE,Title,Default Title,TGS-BRILLIANT-TALKING-PHONE,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-BRILLIANT-TALKING-PHONE/front.jpg,1,Brilliant Talking Telephone Toy for Babies,FALSE,Brilliant Talking Telephone Toy for Babies 12+ Months,"Blue plastic toy telephone with lights, sounds, and wheels. Pull-along design for babies 12 months and older. Develops imagination and motor skills.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/BRILLIANT-TALKING-TELEPHONE-TOY
tgs-cars-steer-wheel,Disney Cars Steering Wheel with Sounds,"<p>A Disney Cars steering wheel in Lightning McQueen red, with a suction base and sound buttons across the middle. Ages 3+ as printed on the box.</p><ul><li>Lightning McQueen design</li><li>Sound buttons</li><li>Suction base</li><li>Ages 3+</li></ul><p><strong>What's included:</strong></p><ul><li>Cars steering wheel</li></ul>",The Toy Gift Shop,,Pretend Play & Role Play,"cars, lightning mcqueen, steering wheel, driving toy, disney",FALSE,Title,Default Title,TGS-CARS-STEER-WHEEL,,shopify,0,deny,manual,1450.00,,TRUE,TRUE,output_pending/TGS-CARS-STEER-WHEEL/angle2.jpg,1,Disney Cars Steering Wheel with Sounds,FALSE,Disney Cars Steering Wheel with Sounds,Disney Cars steering wheel with sounds and a suction base. Ages 3+.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/CARS-LIGHTNING-MCQUEEN-STEERING-WHEEL
tgs-cars-steer-wheel,,,,,,,,,,,,,,,,,,,,output_pending/TGS-CARS-STEER-WHEEL/angle3.jpg,2,Disney Cars Steering Wheel with Sounds,,,,,backlog_low_stock,,
tgs-cars-steer-wheel,,,,,,,,,,,,,,,,,,,,output_pending/TGS-CARS-STEER-WHEEL/angle4.jpg,3,Disney Cars Steering Wheel with Sounds,,,,,backlog_low_stock,,
tgs-catapult-eformatio-truck,Catapult Eformation Truck 2-in-1 Car Carrier Toy,"<p>This toy truck carries multiple small cars on a two-level rack. It can be transformed from a car carrier into a flatbed truck. The toy is made of plastic and includes small cars. It is designed for children aged 3 and up.</p><ul><li>Plastic construction with painted details</li><li>Carries 5 small toy cars</li><li>Includes a transformation feature</li><li>Intended for children aged 3 and up</li><li>Features a red cab and multi-level rack</li></ul><p><strong>What's included:</strong></p><ul><li>1 x Catapult Eformation Truck</li><li>5 x Small toy cars (green, yellow, red, blue, white)</li><li>1 x Instruction manual</li></ul>",The Toy Gift Shop,,Cars & Vehicles,"toy truck, car carrier, transformer, kids toys, 2-in-1, plastic toy, age 3+, small cars, imaginative play",FALSE,Title,Default Title,TGS-CATAPULT-EFORMATIO-TRUCK,,shopify,0,deny,manual,4250.00,,TRUE,TRUE,output_pending/TGS-CATAPULT-EFORMATIO-TRUCK/angle2.jpg,1,Catapult Eformation Truck 2-in-1 Car Carrier Toy,FALSE,Catapult Eformation Truck 2-in-1 Car Carrier Toy for Kids,2-in-1 toy truck that transforms from a car carrier to a flatbed. Carries 5 small cars. Ages 3+. Plastic construction. Great for imaginative play.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/CATAPULT-DEFORMATION-TRUCK-CAR-CARRIER
tgs-catapult-eformatio-truck,,,,,,,,,,,,,,,,,,,,output_pending/TGS-CATAPULT-EFORMATIO-TRUCK/angle3.jpg,2,Catapult Eformation Truck 2-in-1 Car Carrier Toy,,,,,backlog_low_stock,,
tgs-catapult-eformatio-truck,,,,,,,,,,,,,,,,,,,,output_pending/TGS-CATAPULT-EFORMATIO-TRUCK/angle4.jpg,3,Catapult Eformation Truck 2-in-1 Car Carrier Toy,,,,,backlog_low_stock,,
tgs-s-digital-print,Children's Digital Print Camera with Instant Print Feature,"<p>This is a children&#x27;s digital camera designed for instant photo printing. It has a blue plastic body with a small screen, a lens, and multiple buttons. The camera is shown with its packaging and accessories including a strap and a USB cable. It is intended for children to take and print photos.</p><ul><li>BLUE PLASTIC BODY</li><li>INCLUDES USB CABLE</li><li>HAS INSTANT PRINT FUNCTION</li><li>COMES WITH STRAP</li><li>FOR CHILDREN TO USE</li></ul><p><strong>What's included:</strong></p><ul><li>Children&#x27;s Digital Print Camera</li><li>USB Cable</li><li>Strap</li></ul>",The Toy Gift Shop,,Robots & Electronic Toys,"childrens, digital, print, camera, instant, photo, toy, electronics, accessories",FALSE,Title,Default Title,TGS-S-DIGITAL-PRINT,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-S-DIGITAL-PRINT/angle2.jpg,1,Children's Digital Print Camera with Instant Print Feature,FALSE,Children's Digital Print Camera with Instant Print,Children's Digital Print Camera with instant print feature. Includes USB cable and strap. Designed for kids to take and print photos.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/CHILDRENS-DIGITAL-PRINT-CAMERA
tgs-s-digital-print,,,,,,,,,,,,,,,,,,,,output_pending/TGS-S-DIGITAL-PRINT/angle3.jpg,2,Children's Digital Print Camera with Instant Print Feature,,,,,backlog_low_stock,,
tgs-s-digital-print,,,,,,,,,,,,,,,,,,,,output_pending/TGS-S-DIGITAL-PRINT/angle4.jpg,3,Children's Digital Print Camera with Instant Print Feature,,,,,backlog_low_stock,,
tgs-tablet-drawing-calc,Children's LCD Drawing Tablet with Calculator,<p>This children&#x27;s LCD drawing tablet features a calculator keypad and a black screen for drawing. It is made of plastic and includes a stylus and USB cable. The tablet is designed for children aged 3 and up to practice math and drawing.</p><ul><li>PLASTIC BODY</li><li>6.5-INCH SCREEN</li><li>INCLUDES STYLUS</li><li>USB CABLE INCLUDED</li><li>FOR AGES 3+</li></ul><p><strong>What's included:</strong></p><ul><li>LCD DRAWING TABLET</li><li>STYLUS</li><li>USB CABLE</li></ul>,The Toy Gift Shop,,Educational Toys,"childrens, educational, learning, drawing, calculator, toy, stylus, ages3, plastic",FALSE,Title,Default Title,TGS-TABLET-DRAWING-CALC,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-TABLET-DRAWING-CALC/angle2.jpg,1,Children's LCD Drawing Tablet with Calculator,FALSE,Children's LCD Drawing Tablet with Calculator,"Children's LCD Drawing Tablet with Calculator for ages 3+. Features a calculator keypad, drawing screen, stylus, and USB cable. Educational learning toy.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/CHILDRENS-LCD-DRAWING-TABLET-WITH-CALCULATOR
